,title,price,date,fuel,km,power_cv,displacement_cm3,consumption,seats,owners,sliding_doors
187,Ford Grand C-Max Grand C-MAX Titanium AHK/Euro6/7Sitz,5990,09/2015,Diésel,299000,110.0,1997,4.6,7,2,both-sided
188,Volkswagen T5 Transporter-Kombi*2.5TDI*4Motion*9Sitzer*Lang,10490,09/2009,Diésel,299000,96.0,2459,,9,2,both-sided
189,Seat Alhambra Reference 2.0TDI,8990,05/2016,Diésel,298000,110.0,1968,5.1,5,1,both-sided
190,Ford Transit Custom 2.2 TDCi 8.Sitz|Kamara|Navi|Klima,11999,04/2016,Diésel,298000,92.0,2198,6.5,8,2,both-sided
191,Seat ALHAMBRA*STYLE*ALLRAD*XENON*EINPARKHILFE,10990,08/2016,Diésel,298000,110.0,1968,5.1,5,1,both-sided
192,"Volkswagen Caddy /Kombi Trendline 1,6TDI/Klima",5490,04/2012,Diésel,298000,75.0,1598,,5,1,both-sided
193,Volkswagen T5 Transporter Bus Multivan Sport Edition,9990,01/2006,Diésel,297914,145.0,2459,8.6,6,3,both-sided
194,Volkswagen Caddy Cup BMT Klima Tempo PDC Automatic,8990,04/2015,Diésel,296300,75.0,1598,5.3,5,2,both-sided
195,Seat Alhambra*2xSCHIEBETÜRE*LEDER*PANO*7-SITZER*,7990,04/2010,Diésel,296000,125.0,1968,5.9,7,2,both-sided
196,"Mercedes-Benz Vito Mixto 115 CDI lang 5 sitz+AHK
4.750 € (bruto)",4750,10/2007,Diésel,295123,110.0,2148,8.7,5,2,left
197,Citroën Berlingo 2.0 HDi Multispace,799,05/2002,Diésel,295000,66.0,1997,5.8,5,1,both-sided
198,"Mercedes-Benz V 250d EDITION Lang LED/NAVI/BUR/DISTR/19""/AHK
26.890 € (bruto)
22.597 € (neto)",26890,07/2016,Diésel,295000,140.0,2143,6.0,6,2,both-sided
199,Volkswagen Sharan Comfortline BMT 4Motion AHK 7S,7599,04/2012,Diésel,295000,103.0,1968,6.0,7,1,both-sided
200,Ford Transit 2.0 TDCI Custom TAXI Ausstattung 9 Sitze,13900,09/2017,Diésel,294727,96.0,1995,,9,2,both-sided
201,"Volkswagen T5 Multivan 2.5TDI Highline Aut. Leder 7-Sitzer
7.999 € (bruto)",7999,03/2007,Diésel,294500,128.0,2459,8.6,7,3,both-sided
202,Mercedes-Benz Viano 3.0 CDI Trend Edition lang Automatik 7Sitz,15770,03/2014,Diésel,294380,165.0,2987,8.6,7,2,both-sided
203,"Volkswagen Caddy Trendline BMT/AUS 1.HAND/ZAHNRIEMEN NEU
10.550 € (bruto)
8.866 € (neto)",10550,03/2019,Diésel,294311,75.0,1968,5.3,5,1,both-sided
204,Ford Tourneo Custom 340 L1 Trend *SHZ/PDC/AHK*,13890,10/2017,Diésel,293600,96.0,1995,6.5,9,2,both-sided
205,Volkswagen T5 Multi 2.0 BITDI High. 4Mot. /ATM erst 33 TKM,19999,06/2012,Diésel,293000,132.0,1968,8.8,7,2,both-sided
206,"Volkswagen Caddy 1,6TDI 75kW Maxi Soccer Trendline",6999,09/2014,Diésel,293000,75.0,1598,5.8,7,1,both-sided
207,Volkswagen Caddy Kasten/Kombi Trendline/Klima,6950,08/2015,Diésel,293000,75.0,1598,5.7,5,2,both-sided
208,Chrysler Grand Voyager Limited,2990,05/2010,Diésel,293000,120.0,2777,9.3,7,2,both-sided
209,Mercedes-Benz Sprinter Bestattungswagen 4-Sarg,11950,02/2016,Diésel,293000,120.0,2143,8.0,2,1,both-sided
210,Volkswagen T5 Transporter Bus Multivan Highline,17890,03/2008,Diésel,292006,128.0,2459,8.6,7,3,both-sided
211,Mercedes-Benz Viano 3.0 CDI Edition Kamera/Standhzg/2.Hand,13999,03/2011,Diésel,292000,165.0,2987,8.5,6,2,both-sided
212,Ford Tourneo Custom 2.0 310 L2 Titanium 1Hand,16800,02/2018,Diésel,291400,125.0,1995,7.0,8,1,both-sided
213,"Hyundai H-1 Travel 2,5 CRDi Trend*1.HAND*NAV*8-SITZE*KAM
11.970 € (bruto)
10.059 € (neto)",11970,07/2017,Diésel,291000,100.0,2497,7.5,8,1,both-sided
214,Volkswagen T5 Multivan United 5-Sitzer 2xSchiebetür 1. Hand,10490,06/2009,Diésel,290995,128.0,2459,,5,1,both-sided
215,Peugeot 807 Premium 2.0 HDi,1750,08/2007,Diésel,290964,100.0,1997,7.1,7,3,both-sided
216,Volkswagen Sharan Life BMT *AHZV*Tempomat*SHZG*Scheckheft,8499,07/2013,Diésel,290800,130.0,1968,5.8,5,2,both-sided
217,Volkswagen T5 Multivan 2.5 TDI Highline-Leder-Navi-TÜV26,11900,02/2009,Diésel,290000,128.0,2459,8.6,7,3,both-sided
218,Volkswagen Sharan Cup Navi Pano *7-Sitzer*Xenon SHZ PDC Alu,10580,06/2015,Diésel,290000,103.0,1968,5.5,7,2,both-sided
219,Mercedes-Benz Viano 3.0 CDI lang 3.Hand*Panorama*6Sitzer*Navi,11997,03/2010,Diésel,290000,150.0,2987,9.2,6,3,both-sided
220,"Ford Transit Custom/Tourneo Custom 310 L2 Titanium
11.900 € (bruto)",11900,11/2017,Diésel,290000,125.0,1995,5.2,8,2,both-sided
221,Volkswagen T6 Multivan Comfortline~ACC~NAVI~AHK~APPLE,19999,12/2015,Diésel,290000,150.0,1968,6.3,7,2,both-sided
222,Mercedes-Benz Sprinter II Kasten Eu6*3 Sitz*Navi*Xenon*Kamera*,13500,10/2013,Diésel,290000,95.0,2143,7.9,3,2,both-sided
223,Volkswagen T5 Multivan Edition 25°Bi-Xenon°2xSchiebetür°AH,17950,08/2012,Diésel,290000,132.0,1968,7.8,7,2,both-sided
224,Volkswagen T5 Multivan Comfortline AHK TEMPOMAT,9899,01/2006,Diésel,290000,96.0,2459,,5,3,both-sided
225,Peugeot Partner Tepee 1.6 HDi Active,5990,03/2015,Diésel,289838,68.0,1560,,5,3,both-sided
226,Volkswagen Sharan2.0 TDI DSG BlueMot*Aut*Panorama*Navi*Klim,7995,02/2013,Diésel,289454,103.0,1968,5.7,5,2,both-sided
227,Chrysler Grand Voyager Limited 2.8 CRD Autom. STOW N GO,4499,03/2006,Diésel,289000,110.0,2776,8.5,7,2,both-sided
228,Ford Grand C-Max Grand C-MAX Titanium,5400,12/2015,Diésel,289000,125.0,1997,5.0,2,1,both-sided
229,Citroën Berlingo Multispace *Navi*Tüv*Klima*Pano*,5499,06/2011,Diésel,288602,82.0,1560,5.3,5,2,both-sided
230,Citroën Berlingo BlueHDi 100 S&S LIVE M Lange,6999,08/2019,Diésel,288365,75.0,1499,,5,1,both-sided
231,Volkswagen T5 2.5 TDI*Caravelle*8 Sitzer*AHK*Tüv 9/25,4990,04/2005,Diésel,288000,96.0,2459,8.0,8,2,both-sided
232,Volkswagen Caddy 1.9 TDI Life-Klima-AHK-Winterreifen-2 Hd,4799,05/2008,Diésel,288000,77.0,1896,6.2,5,2,both-sided
233,Volkswagen T5 Multivan 2.5 TDI Highline 7.Stz|Tisch|Standhz,16999,09/2004,Diésel,288000,128.0,2459,8.3,7,2,both-sided
234,Volkswagen Sharan Comfortline BMT/Start-Stopp,13999,07/2018,Diésel,287952,110.0,1968,,5,2,both-sided
235,Volkswagen Caddy PKW Maxi *Navi*Klima*,11490,05/2017,Diésel,287669,75.0,1968,,5,1,both-sided
236,"Seat Alhambra Style""7 Sitzer""Standheiz.""Tüv Neu""",8490,07/2013,Diésel,287000,103.0,1968,5.7,7,3,both-sided
237,Peugeot Partner Tepee Tepee Active e-HDI/Klima/Euro 5/,3400,04/2013,Diésel,287000,68.0,1560,4.9,5,2,both-sided
238,Volkswagen T5 Multivan 2.5 TDI Sport Edition*Navi*PDC*Sitzh,10800,01/2007,Diésel,285800,128.0,2459,8.6,7,1,both-sided
239,"Renault Kangoo Grand ,Lang 7 Sitzer
6.500 € (bruto)",6500,04/2013,Diésel,285339,80.0,1461,5.5,7,1,both-sided
240,Mercedes-Benz V 250 CDI AVANTGARGE Navi/360°/Leder/Spurhalte.,27990,07/2016,Diésel,285300,140.0,2143,6.0,7,3,both-sided
241,Ford Grand C-MAX *Bi-Xenon*Totw*Navi*1.Hd*Mwst*,7950,06/2017,Diésel,285230,125.0,1997,--,5,1,both-sided
242,"Mercedes-Benz Vito 3.0CDI extralang*STHZ*NAVI*KAMERA*AHK*1HAND
11.900 € (bruto)",11900,03/2012,Diésel,285031,165.0,2987,8.6,3,1,both-sided
243,Volkswagen Caddy Life,4999,10/2006,Diésel,285000,77.0,1896,,5,2,both-sided
244,"Toyota Previa 2.4 l,KLIMA / 7Sitzer /lückenl. Scheckh.",6950,09/2000,Gasolina,285000,115.0,2362,,7,2,both-sided
245,Volkswagen T5 MultivanHighline/SHD/Navi/Xenon/Standheizung,19990,06/2012,Diésel,284683,132.0,1968,7.8,7,2,both-sided
246,Volkswagen Caddy Life Volks Caddy,2599,07/2005,Gasolina,284000,75.0,1595,8.4,5,3,both-sided
247,Mercedes-Benz Vito Kombi 120 CDI extralang 9- Sitzer Automatik,7999,12/2006,Diésel,282897,150.0,2987,9.2,9,2,both-sided
248,Volkswagen Caddy Maxi Life,4999,12/2008,Gasolina,282653,75.0,1595,8.4,7,2,both-sided
249,Volkswagen Sharan Sound BMT/Start-Stopp*7 Sitze*DynAudio*,12300,07/2017,Diésel,282400,135.0,1968,5.3,7,2,both-sided
250,"Volkswagen Caddy 1,6TDI 75kW Maxi Trendline",5700,01/2011,Diésel,282055,75.0,1598,5.8,7,2,both-sided
251,Volkswagen Caddy 2.0 TDI Maxi Trendline BMT DSG,12900,09/2018,Diésel,282000,75.0,1968,5.1,7,2,both-sided
252,Volkswagen Sharan 2.0TDI DSG BMT Highline*Standhzg*Navi*PDC,8490,10/2012,Diésel,281660,103.0,1968,5.7,5,3,both-sided
253,Toyota Proace L2 Kasten Comfort,10480,03/2017,Diésel,281100,130.0,1997,6.2,3,1,both-sided
254,Volkswagen T5 Multivan Comfortline lang (1Hand-Automatik),21990,04/2011,Diésel,281000,132.0,1968,8.1,7,1,both-sided
255,Renault Kangoo 1.5 dCi Paris Klima-Tempomat-Sitzh.-1Hand,4950,10/2013,Diésel,281000,66.0,1461,4.6,5,1,both-sided
256,Chrysler Voyager 2.8 CRD SE Grand Voyager,990,12/2004,Diésel,281000,110.0,2776,8.5,7,2,both-sided
257,Fiat Doblò 1.9 8V Multijet Family,2990,01/2005,Diésel,281000,88.0,1910,,7,1,both-sided
258,Volkswagen Sharan Cup BMT*TEMPO*E-TÜREN*PDC*AHK*TOP*,9000,04/2015,Diésel,280890,103.0,1968,5.5,5,1,both-sided
259,Lancia Voyager 2.8 MultiJet 16v Silver Automatik/ EURO5,4290,04/2012,Diésel,280630,120.0,2776,7.9,7,1,both-sided
260,Volkswagen Caddy Life.7size. Anhängerkupplung.Klima.1 Hand,3900,11/2005,Diésel,280000,77.0,1896,6.1,7,1,both-sided
261,Mercedes-Benz Viano 2.2 CDI AMBIENTE kompakt,7900,10/2007,Diésel,280000,110.0,2148,8.2,7,2,both-sided
262,"Volkswagen T5 Multivan Comfortline 2.5 TDI*KLIMA*NAVI*7-SIT
7.900 € (bruto)",7900,05/2004,Diésel,280000,128.0,2459,8.3,7,2,both-sided
263,Mercedes-Benz Vito Tourer 116 CDI Pro extralang Lift,26061,08/2020,Diésel,280000,120.0,1950,5.7,9,1,both-sided
264,Peugeot Bipper 1.4 D *Klima *Tüv 11.2025,2399,09/2009,Diésel,280000,50.0,1398,4.6,2,2,left
265,Volkswagen Caddy Maxi*7 SITZER*KLIMA*EURO4*77KW102PS*ELF,6999,03/2009,Diésel,280000,77.0,1896,6.2,7,2,both-sided
266,Volkswagen T5 Transporter 11/25 Tüv guter Zustand,3900,12/2008,Diésel,280000,62.0,1896,8.6,2,2,both-sided
267,Mercedes-Benz SPRINTER KASTEN L1H1 316CDI*KLIMA*3SITZ*2XSCHTÜR,4165,03/2011,Diésel,279989,120.0,2143,9.7,3,2,both-sided
268,Mercedes-Benz Vito Kasten 111 CDI extralang,4990,12/2009,Diésel,279880,85.0,2148,8.7,3,2,both-sided
269,Volkswagen Caddy 1.6 TDI Cup BMT Temp. PDC AHK Climatronic,7990,04/2014,Diésel,279700,75.0,1598,5.1,5,1,both-sided
270,Volkswagen T5 Multivan PanAmericana 4Motion | Diff-Sperre,28890,10/2012,Diésel,279571,103.0,1968,8.3,7,1,both-sided
271,"Peugeot Boxer Active Blue-HDi 130 Klimatik ALU AHK 2,5 T",12000,11/2016,Diésel,279432,96.0,1997,5.8,9,2,both-sided
272,Mercedes-Benz VIANO 3.0 CDI AMBIENTE EDITION LANG 100% FULL,17990,02/2012,Diésel,278963,165.0,2987,8.6,5,1,both-sided
273,Volkswagen T5 Transporter Bus Shuttle,6450,09/2004,Diésel,278842,96.0,2459,8.0,8,3,both-sided
274,Volkswagen Sharan 2.0TDI Comfortline NAV TEMP AHK SITZH PDC,8450,02/2012,Diésel,278449,103.0,1968,,5,2,both-sided
275,Citroën Berlingo Kombi Multispace *Panoramadach*AHK*,2990,02/2010,Diésel,278000,80.0,1560,5.8,5,3,both-sided
276,Renault Kangoo Happy Family 2.Hand TÜV 09/2025,3999,03/2012,Diésel,278000,66.0,1461,5.2,5,2,both-sided
277,"Peugeot 807 Family HDi 110 Automatik , 1. Hand",2390,11/2004,Diésel,278000,79.0,1997,8.0,7,1,both-sided
278,Citroën Berlingo Feel M *AT-Motor /1.HD/5-Sitzer/Aut.*,9999,07/2019,Diésel,278000,96.0,1499,4.3,5,1,both-sided
279,"Volkswagen T6 Transporter Bus Multivan Generation Six 4Moti
24.999 € (bruto)
21.008 € (neto)",24999,02/2019,Diésel,277800,146.0,1968,8.1,7,1,both-sided
280,"Volkswagen Sharan Highline BMT*NAVI*SHZ*STH*AHK*7 SITZE*
9.998 € (bruto)",9998,03/2012,Diésel,277545,125.0,1968,5.9,7,2,both-sided
281,Mercedes-Benz Klasse V 250 CDI/BT/d AVANTG. 4MATIC,34999,12/2019,Diésel,277149,120.0,2143,6.7,8,1,both-sided
282,"Peugeot Expert Kasten LangLKW AHK 2Türen Airline,Tüv8/25",2970,06/2006,Diésel,276586,80.0,1997,,2,3,both-sided
283,Opel Combo Edition TÜV 12/24 Multi Klima 8-Fach,2499,03/2009,Gasolina,276574,66.0,1364,6.5,5,2,both-sided
284,Volkswagen Sharan Style-1.Hand-Pano-PDC-7.Sitzer-HU 06.25,10650,03/2012,Diésel,276567,103.0,1968,5.7,5,1,both-sided
285,"Ford Grand Tourneo 1.6 Connect Trend ATM 84 tkm
6.999 € (bruto)
5.882 € (neto)",6999,08/2015,Diésel,276000,70.0,1560,5.0,5,2,both-sided
286,Ford Transit Custom 300 L1 Tourneo Titanium,15300,01/2014,Diésel,276000,92.0,2198,6.5,8,1,both-sided
287,"Volkswagen Sharan 2.0 TDI DSG Comfortline*NAVI*AHK*Sitzhzg*
8.590 € (bruto)",8590,08/2011,Diésel,276000,103.0,1968,5.7,5,2,both-sided
288,Volkswagen Sharan 1.4 TSI BlueMotion Klima Navi PDS 7-Sitz,6999,10/2011,Gasolina,276000,110.0,1390,7.2,7,1,both-sided
289,Renault Kangoo ENERGY dCi 90 Experience,4300,06/2017,Diésel,275000,66.0,1461,4.3,2,1,both-sided
290,"Ford Tourneo Custom 2,2 TDCi 8 Sitzer, TÜV ,AHK, Navi",10250,11/2013,Diésel,274500,114.0,2198,6.5,8,1,both-sided
291,Volkswagen Caddy PKW Maxi Trendline BMT,10100,08/2018,Diésel,274500,75.0,1968,4.7,5,1,both-sided
292,Opel Combo 1.3 CDTI DPF ecoFLEX Easytronic Edition,1850,01/2011,Diésel,274142,55.0,1248,5.0,5,2,both-sided
293,"Fiat Doblo Doblò SX Maxi Kombi-TÜV +TURBO NEU-EURO 6
5.890 € (bruto)",5890,12/2017,Diésel,274000,88.0,1598,5.3,5,1,both-sided
294,Volkswagen Caddy 1.9 TDI Maxi Life 4Motion -7-Sitzer-4x4-,5500,05/2010,Diésel,274000,77.0,1896,6.8,7,2,both-sided
295,Citroën C8 HDi 135 FAP Confort 7.Sitzer Tüv 11/26,2350,12/2007,Diésel,274000,100.0,1997,7.1,7,2,both-sided
296,Mercedes-Benz Vito Tourer 2.2 L 119 CDI Edition kompakt STH,26900,01/2017,Diésel,274000,140.0,2143,5.8,9,1,both-sided
297,Mazda 5 1.6 D 7-Sz. Klimaaut.Vandalismusschaden,3800,07/2012,Diésel,274000,85.0,1560,5.2,7,1,both-sided
298,"Lancia Voyager S AHK neu, Finanz. ab 3,6% eff.Zins",10980,06/2015,Diésel,273890,130.0,2776,7.9,7,2,both-sided
299,Toyota Previa 2.0 D-4D linea luna 7 Sitzer,1350,04/2001,Diésel,273664,85.0,1995,7.2,7,2,both-sided
300,Volkswagen T6 Transporter Kasten 4Motion,12999,03/2018,Diésel,273000,150.0,1968,6.5,2,1,both-sided
301,"Volkswagen Caddy Maxi Life 1,9 TDI Navi,7 Sitze",4900,09/2009,Diésel,273000,77.0,1896,6.4,7,2,both-sided
302,Ford Transit Custom Kasten 270 H2 L1 Trend,6999,11/2017,Diésel,273000,77.0,1995,,3,1,both-sided
303,Volkswagen Caddy /1.6 TDI Maxi JAKO-O Trendline BMT 7Sitzer,7650,12/2013,Diésel,272613,75.0,1598,,7,2,both-sided
304,"Volkswagen Caddy 1,6TDI Navi Klima netto 4950,-",5891,12/2014,Diésel,272000,55.0,1598,5.7,5,1,both-sided
305,Volkswagen Caddy /Kombi Maxi JAKO-O Trendline,5990,07/2013,Diésel,272000,75.0,1598,5.8,5,1,both-sided
306,Volkswagen T5 Transporter 2.5 Kasten-Kombi lang 7-Sitzer,8500,05/2006,Diésel,271659,96.0,2461,8.8,7,1,both-sided
307,Ford Grand C-Max Grand C-MAX Titanium*Autom*PDC*2Hand,6990,01/2014,Diésel,271000,103.0,1997,5.3,5,2,both-sided
308,Peugeot Partner Tepee Tendance 1.6HDI Klima AHK,2740,11/2008,Diésel,270935,80.0,1560,,5,2,both-sided
309,Volkswagen Sharan Trendline AUTOMATIK BMT 7 Sitze TÜV ALU,7990,12/2010,Diésel,270750,103.0,1968,5.7,7,2,both-sided
310,Ford Transit Connect lang 1.8*AHK 1.2t*Winterreifen*,1480,11/2003,Diésel,270337,55.0,1753,,2,4,both-sided
311,"Volkswagen T5 Transporter 2.0 TDI Bus Caravelle
10.900 € (bruto)
9.160 € (neto)",10900,01/2012,Diésel,270000,132.0,1968,7.8,7,2,both-sided
312,Peugeot Expert Tepee L2H1 Tendance,3490,05/2008,Diésel,270000,100.0,1997,7.6,9,3,both-sided
313,Renault Trafic L2H1 Komfort KÜHLWAGEN 2×SCHIEBETÜR,14500,01/2017,Diésel,270000,107.0,1598,6.3,3,1,both-sided
314,Volkswagen T6 Transporter Kasten lang*Schiebetür Beidseitig,9995,06/2016,Diésel,270000,110.0,1968,5.9,3,1,both-sided
315,Volkswagen Caddy PKW Trendline 2.0 TDI BMT*5Sitze*,8400,10/2015,Diésel,270000,75.0,1968,4.6,5,2,both-sided
316,Mercedes-Benz V 250 V -Klasse V 220/250 d SCORE lang,23999,10/2016,Diésel,270000,140.0,2143,6.0,8,2,both-sided
317,Volkswagen Sharan Cup BMT 4Motion,9290,10/2014,Diésel,270000,103.0,1968,,5,2,both-sided
318,Volkswagen Sharan Comfortline BMT*PDC*TempoM.*AHK*Navi*DSG*,12389,06/2015,Diésel,269866,103.0,1968,5.7,7,2,both-sided
319,Mercedes-Benz Vito Kombi 122 3.0 CDI kompakt AHK,11980,10/2011,Diésel,269700,165.0,2987,8.6,7,2,both-sided
320,"Volkswagen Sharan Highline BMT/Start-Stopp, 7 SITZER",11999,11/2016,Diésel,269000,110.0,1968,5.2,7,3,both-sided
321,"Opel Combo 1.7 CDTI,Edition,Klima,el.Fhe,1. Hd,Aluf.",4300,10/2011,Diésel,269000,55.0,1686,5.2,5,1,both-sided
322,Mazda 5 Lim. 1.8,550,09/2007,Gasolina,268625,85.0,1798,7.2,7,4,both-sided
323,Ford Grand C-Max 1.6 TDCi Titanium *AHK*NAVI*KLG*,3900,01/2011,Diésel,268000,85.0,1560,,6,3,both-sided
324,Volkswagen Caddy Maxi 2.0 TDI Life 7-S.,4490,07/2008,Diésel,268000,103.0,1968,6.4,7,2,both-sided
325,Dacia Dokker 1.6 SCe Ambiance BLUET BC USB 1.Hd.,4950,11/2017,Gasolina,267190,75.0,1598,,5,1,both-sided
326,Mercedes-Benz Vito 119CDI Tourer Edition kompakt 9G/Navi/8Sitz,20999,08/2019,Diésel,267000,140.0,1950,5.7,8,1,both-sided
327,Volkswagen Sharan Comfortline BMT *Sportsitze*Navi*AHK*SHZ*,7990,11/2013,Diésel,267000,103.0,1968,5.5,5,2,both-sided
328,Ford Grand Tourneo Connect Titanium Pano Klima,8894,02/2018,Diésel,266898,74.0,1499,4.8,5,1,both-sided
329,Volkswagen Caddy PKW Trendline BMT,9500,10/2019,Diésel,266874,75.0,1968,5.3,5,1,both-sided
330,Ford Transit Custom Kasten 310 L2,9450,01/2016,Diésel,266750,114.0,2198,7.0,2,1,both-sided
331,Ford Grand C-Max Cool & Connect PDC LED Keyless Tempo,6980,01/2018,Diésel,266027,110.0,1997,5.0,5,1,both-sided
332,Ford Grand C-Max Cool & Connect PDC LED Keyless Temp.,6980,01/2018,Diésel,266027,110.0,1997,5.0,5,1,both-sided
333,Ford Tourneo Courier 1.5 TDCi 55kW Trend,4900,07/2016,Diésel,266000,55.0,1498,4.0,5,3,both-sided
334,Mercedes-Benz VITO KASTEN 114/116/119CDI 2HAND SCHECKHEFT AHK,12999,08/2016,Diésel,265864,100.0,2143,6.6,3,1,both-sided
335,Mercedes-Benz Viano 3.0 CDI Activity lang *LEDER*BI-XENON,23320,05/2011,Diésel,265765,165.0,2987,,8,3,both-sided
336,Volkswagen T6 Caravelle Comfortline lang 4M-Automatik-Navi-,19900,11/2016,Diésel,265302,110.0,1968,6.2,5,1,both-sided
337,Volkswagen Caddy PKW Trendline BMT 7 Sitzer,9100,07/2016,Diésel,265000,75.0,1968,4.6,7,1,both-sided
338,Volkswagen T5 Multivan Comfortline/Bett/Standheizung/AHK,12900,06/2006,Diésel,265000,128.0,2459,8.3,7,2,both-sided
339,Renault Kangoo Expression*5-SITZER*AUS 1.HAND*DR.FHZ*TOP,2198,07/2005,Gasolina,265000,55.0,1149,7.0,5,1,both-sided
340,Seat Alhambra 2.0 TDI Style+Navi+7Sitzer+1.Hand,7990,07/2014,Diésel,264265,103.0,1968,,5,1,both-sided
341,Volkswagen T5 2.5 TDI Multivan *2. Hand* 2xSchiebetür*,10900,07/2004,Diésel,264000,96.0,2459,9.3,7,2,both-sided
342,Mercedes-Benz Viano 3.0 CDI Aut. Lang ~ Voll Aussatttung ~,16750,08/2009,Diésel,264000,150.0,2987,9.2,8,3,both-sided
343,"Volkswagen T5 Multivan
11.990 € (bruto)",11990,03/2004,Diésel,263941,96.0,2461,8.3,7,3,both-sided
344,Seat Alhambra Style 7-Sitze+Panorama+Kamera+Totw+Spur,11999,10/2018,Diésel,263000,110.0,1968,5.1,7,1,both-sided
345,Volkswagen Caddy Maxi 1.6 TDI DSG Team *7-Sitzer*Navi*1.Han,9980,09/2015,Diésel,263000,75.0,1598,5.8,7,1,both-sided
346,"Seat Alhambra 2,0 TDI Style Leder 7 Sitzer Xenon PDC",9600,03/2014,Diésel,263000,130.0,1968,5.9,7,2,both-sided
347,"Volkswagen Caddy 2.0 tdi BMT, PDC, Rollstuhlrampe, MwSt.",14950,10/2015,Diésel,262700,75.0,1968,4.6,5,2,both-sided
348,Volkswagen Caddy Trendline Neue Tüv Erste Hand 7-Sitzer,7800,12/2012,Diésel,262300,75.0,1598,5.7,7,1,both-sided
349,Volkswagen Sharan Comfortline BMT/7Sitzplätze/Navi/Tempomat,6990,03/2011,Diésel,262000,103.0,1968,5.7,7,3,both-sided
350,Citroën Jumpy HDi L2*8 Sitze*Klima*PDC*Tüv,6999,06/2010,Diésel,262000,88.0,1997,7.6,8,2,both-sided
351,Seat Alhambra 2.0 TDI 7Sitzer 103kW Style TÜV 1.Hand,6400,08/2011,Diésel,261000,103.0,1968,5.5,7,2,both-sided
352,"Volkswagen Sharan 2.0 TDI Trendline BMT*Tempomat*AHK*7.Sitz
6.950 € (bruto)",6950,02/2012,Diésel,260865,103.0,1968,5.5,7,2,both-sided
353,Opel Combo 1.6 CDTi L2H1 5 Sitze/AHK/Klima/PTS LKW-Zu,5490,02/2017,Diésel,260400,77.0,1598,5.3,5,1,both-sided
354,Volkswagen Caddy PKW Highline BMT 4Motion,16422,03/2017,Diésel,260300,90.0,1968,5.4,5,1,both-sided
355,Seat Alhambra Style 2.0 TDI/AUTOMATIK/XENON/KAMERA/EU,9490,09/2014,Diésel,260213,130.0,1968,5.9,5,2,both-sided
356,Volkswagen Caddy Maxi 7 Sitze/Rollstuhl Rampe/guter Zustand,16950,12/2016,Diésel,260000,75.0,1968,4.7,7,1,both-sided
357,Volkswagen Caddy PKW Maxi Trendline BMT*Aut*Navi*5-Sitz*SHZ,12990,01/2019,Diésel,260000,110.0,1968,5.3,5,1,both-sided
358,Seat Alhambra Style 2.0 TDI DSG* 7.Sitzer* Navi* AHK*,9800,08/2014,Diésel,260000,103.0,1968,5.7,7,2,both-sided
359,Volkswagen Sharan Trendline BMT.AHK.SEZH.KLIMA.PDC.TÜV NEU,8290,11/2010,Diésel,260000,103.0,1968,5.7,5,2,both-sided
360,Mercedes-Benz V 250//Facelift/Avantgarde/Lang/Garantie Bei MB/,31999,10/2019,Diésel,260000,140.0,1950,5.9,8,1,both-sided
361,Volkswagen T5 Caravelle Comfortline*8-Sitzer*2xSchiebetür*,14990,12/2012,Diésel,260000,132.0,1968,,8,2,both-sided
362,"Ford Grand C-Max 1.6*CHAMPIONS*EDITION*TÜV 05/2025*
4.350 € (bruto)",4350,08/2012,Gasolina,259700,92.0,1596,6.7,7,2,both-sided
363,Volkswagen 2.0 TDI Caravelle DSG 2x Schiebetür 9-Sitzer AHK,17999,06/2015,Diésel,259300,103.0,1968,8.3,9,2,both-sided
364,Seat Alhambra Style 7 Sitze,9900,07/2013,Diésel,259000,130.0,1968,5.8,7,1,both-sided
365,Mercedes-Benz V 250 4MATIC,32900,05/2016,Diésel,259000,140.0,2143,6.7,7,1,both-sided
366,Fiat Doblo 1.6 SERVICE NEU 5 Sitzer Klima Euro 5,4999,03/2013,Diésel,259000,77.0,1598,5.5,5,2,both-sided
367,Ford Grand C-Max Grand C-MAX Sync Edition,3950,11/2014,Diésel,259000,103.0,1997,5.1,5,1,both-sided
368,Ford Grand Tourneo Connect Titanium,9999,08/2016,Diésel,258785,88.0,1499,5.0,7,2,both-sided
369,Ford Grand Tourneo Connect Klima PDC Sitzh *7 Sitzer*,7800,07/2016,Diésel,258737,88.0,1499,4.6,7,2,both-sided
370,Mercedes-Benz V 250 28000 NETTO,33320,03/2019,Diésel,258500,140.0,2143,6.0,7,1,both-sided
371,Ford Transit Courier Trend,6900,05/2019,Diésel,258387,74.0,1499,4.5,5,2,both-sided
372,Volkswagen T5 Multivan 2.5 TDI +RAMPE+SITZHZ+STANDHZ+AHK+,15990,01/2006,Diésel,258360,96.0,2459,9.3,7,3,both-sided
373,"Ford Tourneo Custom/6-Sitze/Tisch/Kamera/Navi/Standhz
17.990 € (bruto)
15.118 € (neto)",17990,03/2018,Diésel,258286,125.0,1995,7.0,6,2,both-sided
374,Mercedes-Benz V 300 *4MAT+LANG+DISTR+AHK+19''LMR+EL-S-TÜR+STHZ,34760,11/2020,Diésel,258160,176.0,1950,8.5,7,1,both-sided
375,Mercedes-Benz V 300 *4MAT+7-SITZ+DISTR+AHK+19LM+EL-S-TÜR+STHZG,34760,11/2020,Diésel,258160,176.0,1950,8.5,7,1,both-sided
